Price,Close,High,Low,Open,Volume
Ticker,THYAO.IS,THYAO.IS,THYAO.IS,THYAO.IS,THYAO.IS
Date,,,,,
2010-01-01,3.4420621395111084,3.4420621395111084,3.4420621395111084,3.4420621395111084,0
2010-01-04,3.5029830932617188,3.5334441405156856,3.350680147847373,3.472522046007752,11846086
2010-01-05,3.5029830932617188,3.5334441405156856,3.472522046007752,3.5029830932617188,7929532
2010-01-06,3.472522258758545,3.5334443569989884,3.4116013059459154,3.502983307878767,9721300
2010-01-07,3.4116010665893555,3.4420621135724425,3.3811400196062684,3.4116010665893555,7407485
2010-01-08,3.350680112838745,3.4420621082181224,3.350680112838745,3.4116010612824192,8583119
2010-01-11,3.350680112838745,3.4116010612824192,3.2592969720316356,3.381140014346716,10830225
2010-01-12,3.2897579669952393,3.350680059904189,3.2288367904284607,3.320219013449714,10073647
2010-01-13,3.4116010665893555,3.4116010665893555,3.2592969771016542,3.2897580240847413,13076455
2010-01-14,3.472522258758545,3.5334443569989884,3.4116013059459154,3.472522258758545,20038297
2010-01-15,3.4116010665893555,3.4725220151277956,3.3506801180509154,3.4725220151277956,7493160
2010-01-18,3.3811402320861816,3.4116012809835228,3.3506803286166464,3.3811402320861816,4407684
2010-01-19,3.4116010665893555,3.4725220151277956,3.3811400196062684,3.4420621135724425,7837862
2010-01-20,3.4116010665893555,3.4420621135724425,3.3811400196062684,3.4420621135724425,12009697
2010-01-21,3.350680112838745,3.4116010612824192,3.320219065903042,3.381140014346716,9529445
2010-01-22,3.2897579669952393,3.38113996093095,3.2897579669952393,3.350680059904189,6787340
2010-01-25,3.2897579669952393,3.350680059904189,3.2897579669952393,3.320219013449714,4721351
2010-01-26,3.3811402320861816,3.3811402320861816,3.2592971819246235,3.2897582308219646,4501261
2010-01-27,3.350680112838745,3.4420621082181224,3.350680112838745,3.350680112838745,10505291
2010-01-28,3.350680112838745,3.4116010612824192,3.320219065903042,3.381140014346716,5924428
2010-01-29,3.3202192783355713,3.3811402306770577,3.2897582294509253,3.3506803272202172,5442121
2010-02-01,3.4116010665893555,3.4116010665893555,3.3202190710678283,3.3506801180509154,5276311
2010-02-02,3.350680112838745,3.4116010612824192,3.320219065903042,3.4116010612824192,5982432
2010-02-03,3.3811402320861816,3.4420623298808635,3.3506803286166464,3.3811402320861816,12328841
2010-02-04,3.3811402320861816,3.4116012809835228,3.3506803286166464,3.3811402320861816,3440880
2010-02-05,3.198376178741455,3.289758178553781,3.076533130515758,3.289758178553781,16977716
2010-02-08,3.046072006225586,3.1679150514162067,2.954689779604008,3.137454920103819,14225686
2010-02-09,3.1069939136505127,3.16791509342536,3.0460720466190008,3.0460720466190008,10700049
2010-02-10,3.1069939136505127,3.16791509342536,3.076533094677534,3.16791509342536,7424310
2010-02-11,3.167914867401123,3.1983759132863234,3.106993691972877,3.137454737858077,4770625
2010-02-12,3.1069939136505127,3.228836960456872,3.076533094677534,3.16791509342536,9456291
2010-02-15,3.2592971324920654,3.289758180927415,3.1374550005206867,3.1374550005206867,10282648
2010-02-16,3.2897579669952393,3.350680059904189,3.2288367904284607,3.320219013449714,6854578
2010-02-17,3.2897579669952393,3.350680059904189,3.2897579669952393,3.350680059904189,3937033
2010-02-18,3.228837013244629,3.3202192425720036,3.228837013244629,3.289758194015467,13336791
2010-02-19,3.350680112838745,3.350680112838745,3.228836841438118,3.2592969720316356,10584861
2010-02-22,3.2897579669952393,3.411601007385425,3.2592969205407645,3.2897579669952393,17514553
2010-02-23,3.228837013244629,3.35068029112854,3.198376193773651,3.228837013244629,10499165
2010-02-24,3.046072006225586,3.1983760990708014,2.954689779604008,3.046072006225586,18637073
2010-02-25,2.924229621887207,3.1069936009911685,2.8633075319007806,2.924229621887207,34783114
2010-02-26,2.9485981464385986,3.046071986332071,2.8998606537779867,2.9485981464385986,21456397
2010-03-01,3.0826258659362793,3.0826258659362793,2.99733548085008,3.0826258659362793,16295501
2010-03-02,3.1374549865722656,3.198376166829892,3.0217037819234376,3.1374549865722656,25787894
2010-03-03,3.167914867401123,3.259296859629031,3.106993691972877,3.167914867401123,20337773
2010-03-04,3.198376178741455,3.198376178741455,3.1374549982569433,3.198376178741455,5921078
2010-03-05,3.2592971324920654,3.289758180927415,3.1679151326138055,3.2592971324920654,9340895
2010-03-08,3.2897579669952393,3.350680059904189,3.2288367904284607,3.2897579669952393,12577998
2010-03-09,3.2592971324920654,3.289758180927415,3.1679151326138055,3.2592971324920654,13794005
2010-03-10,3.228837013244629,3.289758194015467,3.198376193773651,3.228837013244629,9827646
2010-03-11,3.228837013244629,3.259297145458931,3.198376193773651,3.228837013244629,2851270
2010-03-12,3.2592971324920654,3.320219229362764,3.2288370003989466,3.2592971324920654,8825465
2010-03-15,3.198376178741455,3.289758178553781,3.198376178741455,3.198376178741455,4446895
2010-03-16,3.228837013244629,3.228837013244629,3.1069939644462763,3.228837013244629,28908358
2010-03-17,3.2592971324920654,3.289758180927415,3.1679151326138055,3.2592971324920654,14913367
2010-03-18,3.198376178741455,3.289758178553781,3.167915130328084,3.198376178741455,15949068
2010-03-19,3.198376178741455,3.2592971301404097,3.167915130328084,3.198376178741455,7869779
2010-03-22,3.167914867401123,3.1983759132863234,3.137454737858077,3.167914867401123,6982711
2010-03-23,3.1374549865722656,3.198376166829892,3.1374549865722656,3.1374549865722656,8923222
2010-03-24,3.1374549865722656,3.198376166829892,3.106993938272339,3.1374549865722656,13088585
2010-03-25,3.228837013244629,3.259297145458931,3.1374550130028127,3.228837013244629,16734152
2010-03-26,3.1374549865722656,3.2592971180019616,3.1374549865722656,3.1374549865722656,10610713
2010-03-29,3.167914867401123,3.1983759132863234,3.106993691972877,3.167914867401123,10400631
2010-03-30,3.167914867401123,3.1983759132863234,3.137454737858077,3.167914867401123,4449297
2010-03-31,3.167914867401123,3.2288367300859853,3.106993691972877,3.167914867401123,24069301
2010-04-01,3.167914867401123,3.2288367300859853,3.137454737858077,3.167914867401123,12230091
2010-04-02,3.228837013244629,3.228837013244629,3.1679151452171146,3.228837013244629,7556308
2010-04-05,3.2592971324920654,3.2592971324920654,3.198376181049155,3.2592971324920654,9149629
2010-04-06,3.198376178741455,3.228836998069269,3.1374549982569433,3.198376178741455,12290338
2010-04-07,3.1374549865722656,3.198376166829892,3.1374549865722656,3.1374549865722656,11585174
2010-04-08,3.076533079147339,3.167915077433873,3.0460720312425713,3.076533079147339,27405353
2010-04-09,3.076533079147339,3.13745494587132,3.0460720312425713,3.076533079147339,12756130
2010-04-12,3.0156118869781494,3.0765330661888672,2.985150839201685,3.0156118869781494,15689803
2010-04-13,3.0217039585113525,3.0338885618118345,2.936413797178107,3.0217039585113525,21724028
2010-04-14,3.0217039585113525,3.058256852070519,3.00951935521087,3.0217039585113525,9704973
2010-04-15,3.076533079147339,3.1069938979665523,3.033888345154436,3.076533079147339,19279974
2010-04-16,3.1069939136505127,3.16791509342536,3.076533094677534,3.1069939136505127,17735690
2010-04-19,3.0582566261291504,3.070441228529445,2.8937688463506865,3.0582566261291504,22033871
2010-04-20,3.0156118869781494,3.094809282500751,3.0156118869781494,3.0156118869781494,15831169
2010-04-21,3.009519100189209,3.070441195186903,3.009519100189209,3.009519100189209,11710614
2010-04-22,3.009519100189209,3.0338883047251675,2.985150811995453,3.009519100189209,8748953
2010-04-23,2.997335433959961,2.997335433959961,2.997335433959961,2.997335433959961,0
2010-04-26,3.0217039585113525,3.058256852070519,3.0217039585113525,3.0217039585113525,10754205
2010-04-27,2.997335433959961,3.033888324661898,2.9851508316119126,2.997335433959961,5861354
2010-04-28,3.009519100189209,3.009519100189209,2.9485981506192687,3.009519100189209,12832363
2010-04-29,2.997335433959961,3.021703722313849,2.9851508316119126,2.997335433959961,5769412
2010-04-30,2.997335433959961,3.021703722313849,2.972966229263864,2.997335433959961,7402534
2010-05-03,2.972966194152832,2.997335398561126,2.972966194152832,2.972966194152832,4611230
2010-05-04,2.9485981464385986,2.9973354100136604,2.9364135441878956,2.9485981464385986,7678727
2010-05-05,2.8876771926879883,2.960782979199416,2.8754925894886596,2.8876771926879883,9701391
2010-05-06,2.814570188522339,2.8998605691023904,2.802386732055143,2.814570188522339,11656442
2010-05-07,2.643990993499756,2.778017729603211,2.643990993499756,2.643990993499756,22041732
2010-05-10,2.8267548084259033,2.8633076980013423,2.704911766812591,2.8267548084259033,15028817
2010-05-11,2.8633077144622803,2.9120452062904474,2.8389394267192896,2.8633077144622803,12950484
2010-05-12,2.960782766342163,2.9729662232377554,2.8389394921352764,2.960782766342163,13197068
2010-05-13,2.912045478820801,2.985151036148161,2.899860875637889,2.912045478820801,7733363
2010-05-14,2.8267548084259033,2.9242297915218614,2.802386749908549,2.8267548084259033,8951583
2010-05-17,2.729280948638916,2.826754785517197,2.6927282884452537,2.729280948638916,11062986
2010-05-18,2.6683592796325684,2.7414648344461057,2.6439909904469494,2.6683592796325684,13188705
2010-05-19,2.680543899536133,2.680543899536133,2.680543899536133,2.680543899536133,0
2010-05-20,2.534332513809204,2.6439909592796385,2.5221479111889065,2.534332513809204,19194116
2010-05-21,2.4734103679656982,2.5587005228452036,2.436857477172418,2.4734103679656982,19392536
2010-05-24,2.534332513809204,2.5465162000872725,2.3759365741998084,2.534332513809204,56554678
2010-05-25,2.46122670173645,2.5099632789582307,2.412489437258006,2.46122670173645,28376622
2010-05-26,2.5587003231048584,2.5708849245321863,2.4734101748833757,2.5587003231048584,26033316
2010-05-27,2.6196224689483643,2.6439907559729585,2.570884978557017,2.6196224689483643,23551174
2010-05-28,2.680543899536133,2.7170965626338424,2.607438115169591,2.680543899536133,30285894
2010-05-31,2.6561756134033203,2.692728505630747,2.6439910105467628,2.6561756134033203,10930553
2010-06-01,2.6561756134033203,2.680543902774189,2.5952535154627787,2.6561756134033203,15193155
2010-06-02,2.680543899536133,2.692728502377972,2.61962271801143,2.680543899536133,23796555
2010-06-03,2.7536492347717285,2.7780175221658796,2.704911743641254,2.7292809473775774,17289889
2010-06-04,2.6179795265197754,2.7711589505816643,2.590129138664059,2.6179795265197754,21096134
2010-06-07,2.6179795265197754,2.631905178618723,2.4648001024578865,2.6179795265197754,20940264
2010-06-08,2.6736812591552734,2.7154572997440263,2.645830870876836,2.6736812591552734,26863104
2010-06-09,2.7154574394226074,2.75723439850249,2.70153270273822,2.7154574394226074,19510920
2010-06-10,2.7154574394226074,2.7433087454758627,2.6736813966849646,2.7154574394226074,11277590
2010-06-11,2.7154574394226074,2.7433087454758627,2.6597557436583372,2.7154574394226074,11989800
2010-06-14,2.8268606662750244,2.840786318490426,2.7433085856669877,2.8268606662750244,21849164
2010-06-15,2.938265085220337,2.9521898216507005,2.8268607793818603,2.938265085220337,24047782
2010-06-16,2.9104135036468506,2.9800408445639954,2.882563117085275,2.9104135036468506,12742326
2010-06-17,2.938265085220337,2.9800411271958755,2.8964881269025744,2.938265085220337,23462323
2010-06-18,2.924339532852173,2.9661155762620526,2.910413879601461,2.924339532852173,12067686
2010-06-21,2.9104135036468506,2.9800408445639954,2.8964878521949946,2.9104135036468506,16815018
2010-06-22,2.8407862186431885,2.89648790920482,2.826860566917242,2.8407862186431885,20577304
2010-06-23,2.7711591720581055,2.840786521775419,2.7433087819765314,2.7711591720581055,18600004
2010-06-24,2.7711591720581055,2.7850848252700184,2.7015327386830443,2.7711591720581055,23683379
2010-06-25,2.7433085441589355,2.771158931826158,2.7293828921542382,2.7433085441589355,11442097
2010-06-28,2.7572343349456787,2.812936029425973,2.7433086822400505,2.7572343349456787,18834710
2010-06-29,2.7293829917907715,2.7711590329877316,2.715457339277716,2.7293829917907715,16022142
2010-06-30,2.7293829917907715,2.7572342968168826,2.715457339277716,2.7293829917907715,13837167
2010-07-01,2.7015328407287598,2.7572345393381954,2.7015328407287598,2.7015328407287598,12171939
2010-07-02,2.8407862186431885,2.854711870369135,2.757234140971819,2.8407862186431885,27454082
2010-07-05,2.8407862186431885,2.882563173821028,2.826860566917242,2.8407862186431885,12098119
2010-07-06,2.8964881896972656,2.8964881896972656,2.854712146816039,2.8964881896972656,11093044
2010-07-07,2.868637800216675,2.882563453292748,2.8407864940645284,2.868637800216675,11158488
2010-07-08,2.9104135036468506,2.9382648065505634,2.882563117085275,2.9104135036468506,21000577
2010-07-09,2.8964881896972656,2.9382651489207356,2.868637799890529,2.8964881896972656,22036643
2010-07-12,2.8964881896972656,2.9104138427717556,2.882563452965019,2.8964881896972656,12404883
2010-07-13,2.924339532852173,2.9382651861028846,2.8964882263507494,2.924339532852173,13803995
2010-07-14,2.938265085220337,2.9521898216507005,2.910413779675162,2.938265085220337,14902675
2010-07-15,2.980041027069092,3.0496683722503874,2.9382649864971913,2.980041027069092,35131726
2010-07-16,3.0078914165496826,3.0496683734806287,2.9939666805815603,3.0078914165496826,18750941
2010-07-19,3.049668550491333,3.0775189403862795,2.993966854359193,3.049668550491333,16222464
2010-07-20,3.105370044708252,3.1192947805791973,3.0357426999847767,3.105370044708252,26875109
2010-07-21,3.1332204341888428,3.174996474504673,3.1053700460923515,3.1332204341888428,27169562
2010-07-22,3.105370044708252,3.13322043279233,3.0914443924951196,3.105370044708252,21057614
2010-07-23,3.091444492340088,3.133220533986547,3.077518839677196,3.091444492340088,10390076
2010-07-26,3.091444492340088,3.119294881323655,3.063593187014304,3.091444492340088,13396597
2010-07-27,3.16107177734375,3.16107177734375,3.091444431736458,3.16107177734375,12979595
2010-07-28,3.1332204341888428,3.174996474504673,3.1192947819695034,3.1332204341888428,9820115
