Price,Close,High,Low,Open,Volume
Ticker,TUPRS.IS,TUPRS.IS,TUPRS.IS,TUPRS.IS,TUPRS.IS
Date,,,,,
2010-01-01,1.3650472164154053,1.3650472164154053,1.3650472164154053,1.3650472164154053,0
2010-01-04,1.3879892826080322,1.3994602266453802,1.3535762973417784,1.3650475476875468,5387809
2010-01-05,1.4453442096710205,1.4682859405822406,1.4224021724514337,1.433872961329952,9854194
2010-01-06,1.4453442096710205,1.4568151517037222,1.4224021724514337,1.4453442096710205,2408007
2010-01-07,1.4453442096710205,1.4568151517037222,1.4224021724514337,1.433872961329952,3059357
2010-01-08,1.4338730573654175,1.4797569817235419,1.4224022677186285,1.4568152492757702,5778633
2010-01-11,1.4224021434783936,1.445344180230672,1.3994599535719348,1.4109312016793445,5380046
2010-01-12,1.4224021434783936,1.4224021434783936,1.3765182231280169,1.3994599535719348,3745357
2010-01-13,1.4453442096710205,1.4568151517037222,1.3650473091337416,1.3765182511664433,9508331
2010-01-14,1.4797569513320923,1.4797569513320923,1.4338730279163383,1.4682860087667016,19093837
2010-01-15,1.4568150043487549,1.4912279801202153,1.4338728162955574,1.4912279801202153,5761217
2010-01-18,1.4453442096710205,1.4568151517037222,1.433872961329952,1.433872961329952,4783198
2010-01-19,1.4797569513320923,1.4912282002058643,1.4338730279163383,1.4568152193555013,5810840
2010-01-20,1.4568150043487549,1.4912279801202153,1.4453440634763242,1.4912279801202153,10293871
2010-01-21,1.4797569513320923,1.4912282002058643,1.4453442767901103,1.4568152193555013,7263739
2010-01-22,1.4453442096710205,1.4568151517037222,1.4224021724514337,1.4453442096710205,8080275
2010-01-25,1.4453442096710205,1.4682859405822406,1.4224021724514337,1.433872961329952,3275958
2010-01-26,1.4568150043487549,1.4682857920670178,1.4224020285772947,1.4224020285772947,2457518
2010-01-27,1.4453442096710205,1.4682859405822406,1.433872961329952,1.4453442096710205,2371607
2010-01-28,1.4568150043487549,1.4797567329394485,1.4453440634763242,1.4568150043487549,4372515
2010-01-29,1.4338730573654175,1.4568152492757702,1.4109313249176458,1.4568152492757702,7808353
2010-02-01,1.4338730573654175,1.4453443064747875,1.4224022677186285,1.4338730573654175,2808022
2010-02-02,1.4109312295913696,1.4338729604891365,1.3994599812570276,1.4338729604891365,5081769
2010-02-03,1.3994601964950562,1.4224023903839,1.3994601964950562,1.4224023903839,4680312
2010-02-04,1.3650472164154053,1.399459887021909,1.3421051807541142,1.399459887021909,8853880
2010-02-05,1.2732793092727661,1.3306344856113488,1.250337575676576,1.3191632359277503,13745655
2010-02-08,1.2732793092727661,1.2962215023315602,1.2388663259929775,1.2618084424746712,12811575
2010-02-09,1.2962214946746826,1.319163228135354,1.2732793017514097,1.2847505513672466,10131681
2010-02-10,1.307692527770996,1.3421056703949776,1.307692527770996,1.3191634732095041,4918445
2010-02-11,1.307692527770996,1.3191634732095041,1.2847507900482094,1.307692527770996,3278975
2010-02-12,1.307692527770996,1.3306347249564698,1.2962217354867172,1.307692527770996,4150146
2010-02-15,1.3191630840301514,1.3306343323928707,1.2962213530756315,1.3076921419757996,6402571
2010-02-16,1.3650472164154053,1.3765181576689642,1.330634239500555,1.3421051807541142,7661514
2010-02-17,1.4109312295913696,1.4224021716173447,1.3765182503592606,1.3994599812570276,6588414
2010-02-18,1.3765183687210083,1.410931350912163,1.3765183687210083,1.3994601015914505,3987270
2010-02-19,1.3765183687210083,1.387989158579131,1.3421053865298536,1.3535761763879766,5014807
2010-02-22,1.3650472164154053,1.4109311345838143,1.3535759688535,1.3650472164154053,5316864
2010-02-23,1.3421053886413574,1.3765183708866533,1.3421053886413574,1.3421053886413574,7333319
2010-02-24,1.2847503423690796,1.3535759910174079,1.2618082297550401,1.2847503423690796,10630571
2010-02-25,1.2503374814987183,1.3306343853853717,1.2273953667450697,1.2503374814987183,15691053
2010-02-26,1.2847503423690796,1.2962212838104676,1.2388661171410007,1.2847503423690796,10715369
